DATE      	AVG TMP        	REFERENCE ET   	PRECIPITATION  
YYYY-MM-DD	C              	mm/day         	MM             
2011-03-09	2.50           	1.251          	0.00           
2011-03-10	6.25           	1.616          	48.00          
2011-03-11	6.25           	1.536          	33.00          
2011-03-12	6.50           	1.959          	0.00           
2011-03-13	5.50           	1.569          	0.00           
2011-03-14	3.75           	1.262          	0.00           
2011-03-15	2.50           	1.877          	0.00           
2011-03-16	5.50           	1.829          	7.00           
2011-03-17	8.25           	2.630          	0.00           
2011-03-18	13.50          	3.889          	0.00           
2011-03-19	11.50          	3.578          	0.00           
2011-03-20	4.50           	2.186          	0.00           
2011-03-21	6.50           	1.966          	9.00           
2011-03-22	6.25           	1.947          	0.00           
2011-03-23	3.00           	1.011          	14.00          
2011-03-24	1.25           	1.132          	12.00          
2011-03-25	-0.50          	1.501          	0.00           
2011-03-26	-0.75          	1.763          	0.00           
2011-03-27	0.50           	1.875          	0.00           
2011-03-28	0.25           	2.032          	0.00           
2011-03-29	2.00           	2.306          	0.00           
2011-03-30	2.50           	1.847          	0.00           
2011-03-31	3.25           	1.085          	5.00           
2011-04-01	3.25           	1.324          	9.00           
2011-04-02	4.50           	2.017          	0.00           
2011-04-03	6.50           	2.491          	0.00           
2011-04-04	12.25          	3.154          	0.00           
2011-04-05	11.75          	3.556          	12.00          
2011-04-06	5.75           	1.796          	0.00           
2011-04-07	7.25           	2.032          	0.00           
2011-04-08	6.00           	0.964          	16.00          
2011-04-09	6.75           	1.489          	17.00          
2011-04-10	10.00          	1.868          	0.00           
2011-04-11	16.75          	4.442          	0.00           
2011-04-12	16.25          	3.074          	15.00          
2011-04-13	8.50           	1.224          	15.00          
2011-04-14	11.00          	3.240          	0.00           
2011-04-15	11.25          	3.589          	0.00           
2011-04-16	10.00          	2.210          	42.00          
2011-04-17	10.75          	2.867          	0.00           
2011-04-18	10.75          	2.293          	0.00           
2011-04-19	10.00          	1.555          	12.00          
2011-04-20	13.25          	3.166          	11.00          
2011-04-21	13.25          	4.384          	0.00           
2011-04-22	6.25           	1.981          	0.00           
2011-04-23	9.25           	2.271          	11.00          
2011-04-24	15.25          	2.943          	11.00          
2011-04-25	20.00          	4.388          	11.00          
2011-04-26	21.75          	4.793          	0.00           
2011-04-27	21.75          	3.726          	0.00           
2011-04-28	20.25          	3.841          	26.00          
2011-04-29	14.00          	2.841          	0.00           
2011-04-30	12.75          	3.888          	0.00           
2011-05-01	12.75          	2.558          	0.00           
2011-05-02	15.25          	2.964          	0.00           
2011-05-03	19.25          	4.052          	5.00           
2011-05-04	13.50          	3.328          	14.00          
2011-05-05	11.00          	3.469          	0.00           
2011-05-06	11.75          	3.919          	0.00           
2011-05-07	13.75          	3.624          	0.00           
2011-05-08	13.50          	4.044          	0.00           
2011-05-09	14.25          	4.454          	0.00           
2011-05-10	14.50          	4.484          	0.00           
2011-05-11	16.25          	4.641          	0.00           
2011-05-12	17.00          	4.536          	0.00           
2011-05-13	16.50          	2.826          	0.00           
2011-05-14	14.75          	1.605          	10.00          
2011-05-15	18.00          	2.538          	16.00          
2011-05-16	18.25          	3.168          	29.00          
2011-05-17	17.00          	2.146          	13.00          
2011-05-18	17.00          	2.253          	7.00           
2011-05-19	16.50          	1.997          	16.00          
2011-05-20	16.25          	2.847          	16.00          
2011-05-21	17.75          	4.549          	10.00          
2011-05-22	18.25          	2.809          	0.00           
2011-05-23	19.25          	3.193          	7.00           
2011-05-24	21.00          	4.115          	0.00           
2011-05-25	21.25          	4.928          	0.00           
2011-05-26	23.50          	5.464          	0.00           
2011-05-27	22.75          	4.955          	0.00           
2011-05-28	22.00          	4.404          	0.00           
2011-05-29	23.75          	5.209          	0.00           
2011-05-30	25.75          	5.706          	0.00           
2011-05-31	26.25          	5.625          	0.00           
2011-06-01	26.75          	5.784          	0.00           
2011-06-02	22.25          	6.136          	0.00           
2011-06-03	17.50          	5.400          	0.00           
2011-06-04	17.50          	3.595          	0.00           
2011-06-05	19.75          	4.273          	21.00          
2011-06-06	20.25          	5.163          	0.00           
2011-06-07	21.75          	4.616          	0.00           
2011-06-08	25.25          	6.050          	0.00           
2011-06-09	27.50          	6.268          	0.00           
2011-06-10	25.75          	5.660          	0.00           
2011-06-11	24.00          	4.738          	66.00          
2011-06-12	22.50          	3.409          	27.00          
2011-06-13	19.00          	4.049          	0.00           
2011-06-14	17.75          	3.666          	0.00           
2011-06-15	18.00          	5.242          	0.00           
2011-06-16	19.75          	3.050          	22.00          
2011-06-17	20.75          	4.309          	22.00          
2011-06-18	21.75          	4.802          	0.00           
2011-06-19	22.50          	5.030          	0.00           
2011-06-20	22.50          	4.525          	0.00           
2011-06-21	23.50          	4.746          	6.00           
2011-06-22	25.50          	4.880          	6.00           
2011-06-23	25.00          	4.001          	4.00           
2011-06-24	23.25          	4.325          	8.00           
2011-06-25	21.00          	3.381          	0.00           
2011-06-26	19.50          	3.645          	0.00           
2011-06-27	20.50          	3.885          	0.00           
2011-06-28	22.75          	4.192          	3.00           
2011-06-29	22.25          	5.036          	0.00           
2011-06-30	20.50          	5.351          	0.00           
2011-07-01	20.25          	5.392          	0.00           
2011-07-02	22.00          	5.459          	0.00           
2011-07-03	25.25          	4.580          	4.00           
2011-07-04	24.75          	4.726          	0.00           
2011-07-05	24.00          	5.408          	0.00           
2011-07-06	25.25          	5.508          	0.00           
2011-07-07	26.00          	4.939          	0.00           
2011-07-08	24.25          	2.590          	15.00          
2011-07-09	23.50          	5.459          	9.00           
2011-07-10	23.50          	5.547          	0.00           
2011-07-11	25.75          	5.470          	0.00           
2011-07-12	27.00          	5.980          	0.00           
2011-07-13	25.00          	4.353          	0.00           
2011-07-14	22.00          	5.649          	0.00           
2011-07-15	22.25          	5.313          	0.00           
2011-07-16	22.50          	5.719          	0.00           
2011-07-17	24.00          	5.701          	0.00           
2011-07-18	26.25          	5.029          	0.00           
2011-07-19	27.50          	5.041          	0.00           
2011-07-20	27.25          	5.597          	0.00           
2011-07-21	29.25          	6.428          	0.00           
